ID,FLAG_OWN_CAR,FLAG_OWN_REALTY,OWN_CAR_AGE
170584,Y,Y,18.0
170585,Y,Y,8.0
170586,N,Y,
170587,N,Y,
170588,N,Y,
170589,Y,Y,8.0
170590,Y,Y,8.0
170591,N,Y,
170592,Y,N,14.0
170593,N,Y,
170594,N,Y,
170595,N,N,
170596,N,Y,
170597,N,Y,
170598,N,Y,
170599,N,Y,
170600,N,Y,
170601,N,Y,
170602,N,Y,
170603,N,Y,
170604,Y,N,5.0
170605,N,Y,
170606,N,N,
170607,N,Y,
170608,N,Y,
170609,Y,Y,7.0
170610,N,Y,
170611,N,N,
170612,N,Y,
170613,N,Y,
170614,N,N,
170615,N,N,
170616,Y,Y,5.0
170617,Y,N,6.0
170618,N,N,
170619,N,Y,
170620,Y,Y,24.0
170621,Y,N,18.0
170622,Y,N,21.0
170623,Y,Y,5.0
170624,N,N,
170625,Y,N,3.0
170626,N,Y,
170627,N,N,
170628,N,Y,
170629,Y,Y,3.0
170630,N,Y,
170631,Y,Y,10.0
170632,N,Y,
170633,N,Y,
170634,N,Y,
170635,N,Y,
170636,Y,Y,64.0
170637,Y,Y,4.0
170638,Y,Y,23.0
170639,N,N,
170640,Y,Y,9.0
170641,Y,Y,12.0
170642,Y,N,6.0
170643,Y,Y,13.0
170644,N,Y,
170645,Y,N,1.0
170646,Y,Y,16.0
170647,Y,Y,8.0
170648,Y,N,1.0
170649,Y,Y,16.0
170650,N,Y,
170651,N,Y,
170652,N,N,
170653,N,N,
170654,N,N,
170655,Y,Y,3.0
170656,N,N,
170657,N,Y,
170658,N,N,
170659,N,N,
170660,N,N,
170661,N,Y,
170662,N,Y,
170663,N,Y,
170664,N,N,
170665,Y,N,20.0
170666,N,N,
170667,N,Y,
170668,N,Y,
170669,N,Y,
170670,Y,N,7.0
170671,N,Y,
170672,N,Y,
170673,N,N,
170674,N,N,
170675,N,Y,
170676,N,N,
170677,Y,N,11.0
170678,N,Y,
170679,Y,Y,3.0
170680,Y,Y,5.0
170681,Y,Y,13.0
170682,N,N,
170683,N,Y,
170684,N,N,
170685,N,Y,
170686,N,Y,
170687,Y,N,21.0
170688,N,N,
170689,N,Y,
170690,N,Y,
170691,N,Y,
170692,N,N,
170693,N,Y,
170694,Y,Y,64.0
170695,N,Y,
170696,Y,Y,16.0
170697,N,Y,
170698,N,Y,
170699,Y,N,13.0
170700,N,N,
170701,N,Y,
170702,N,Y,
170703,Y,Y,10.0
170704,N,N,
170705,N,Y,
170706,N,Y,
170707,Y,N,2.0
170708,Y,N,14.0
170709,N,Y,
170710,N,Y,
170711,N,Y,
170712,N,Y,
170713,N,Y,
170714,N,Y,
170715,Y,Y,65.0
170716,Y,Y,6.0
170717,N,N,
170718,Y,Y,9.0
170719,N,Y,
170720,N,Y,
170721,N,N,
170722,N,Y,
170723,N,Y,
170724,N,Y,
170725,N,Y,
170726,N,Y,
170727,Y,N,4.0
170728,Y,Y,18.0
170729,N,Y,
170730,N,Y,
170731,Y,Y,13.0
170732,N,Y,
170733,N,Y,
170734,N,N,
170735,N,Y,
170736,N,Y,
170737,N,N,
170738,Y,Y,1.0
170739,N,Y,
170740,N,Y,
170741,Y,Y,17.0
170742,N,N,
170743,Y,N,4.0
170744,N,Y,
170745,N,N,
170746,Y,Y,17.0
170747,N,Y,
170748,Y,Y,19.0
170749,Y,Y,6.0
170750,N,N,
170751,N,N,
170752,N,Y,
170753,N,Y,
170754,N,Y,
170755,N,Y,
170756,N,Y,
170757,Y,N,15.0
170758,N,Y,
170759,N,N,
170760,N,Y,
170761,Y,Y,11.0
170762,N,N,
170763,Y,N,9.0
170764,N,Y,
170765,N,Y,
170766,N,Y,
170767,N,Y,
170768,Y,N,14.0
170769,N,Y,
170770,N,Y,
170771,N,Y,
170772,N,Y,
170773,N,Y,
170774,N,Y,
170775,Y,N,16.0
170776,Y,N,6.0
170777,Y,Y,10.0
170778,N,Y,
170779,N,N,
170780,N,Y,
170781,N,N,
170782,N,Y,
170783,N,Y,
170784,N,N,
170785,N,N,
170786,Y,Y,17.0
170787,N,Y,
170788,Y,N,1.0
170789,N,Y,
170790,N,Y,
170791,Y,Y,23.0
170792,N,Y,
170793,Y,N,20.0
170794,N,Y,
170795,Y,Y,2.0
170796,N,N,
170797,N,Y,
170798,N,Y,
170799,N,Y,
170800,Y,N,6.0
170801,N,Y,
170802,N,Y,
170803,N,Y,
170804,Y,N,3.0
170805,N,Y,
170806,N,N,
170807,N,Y,
170808,N,Y,
170809,N,N,
170810,N,Y,
170811,Y,N,7.0
170812,N,N,
170813,Y,Y,14.0
170814,Y,Y,1.0
170815,N,N,
170816,Y,Y,8.0
170817,N,Y,
170818,N,Y,
170819,Y,Y,20.0
170820,N,Y,
170821,N,Y,
170822,N,N,
170823,N,Y,
170824,N,Y,
170825,N,Y,
170826,Y,Y,9.0
170827,N,Y,
170828,Y,Y,11.0
170829,N,Y,
170830,N,Y,
170831,N,N,
170832,N,Y,
170833,Y,Y,14.0
170834,N,N,
170835,N,Y,
170836,N,N,
170837,Y,N,1.0
170838,N,N,
170839,Y,N,14.0
170840,Y,Y,13.0
170841,N,Y,
170842,Y,N,4.0
170843,N,Y,
170844,Y,Y,13.0
170845,Y,Y,14.0
170846,N,N,
170847,N,Y,
170848,Y,Y,0.0
170849,N,Y,
170850,N,Y,
170851,Y,Y,23.0
170852,Y,N,2.0
170853,N,Y,
170854,N,Y,
170855,N,Y,
170856,Y,Y,7.0
170857,N,Y,
170858,N,Y,
170859,N,Y,
170860,N,Y,
170861,N,Y,
170862,N,Y,
170863,Y,Y,18.0
170864,N,Y,
170865,N,Y,
170866,N,Y,
170867,N,Y,
170868,N,Y,
170869,N,N,
170870,N,N,
170871,Y,Y,8.0
170872,N,Y,
170873,N,Y,
170874,N,Y,
170875,Y,Y,15.0
170876,N,Y,
170877,N,N,
170878,Y,Y,24.0
170879,N,Y,
170880,Y,Y,7.0
170881,N,N,
170882,N,N,
170883,N,Y,
170884,Y,Y,7.0
170885,Y,N,4.0
170886,N,Y,
170887,Y,N,8.0
170888,N,Y,
170889,Y,Y,64.0
170890,N,Y,
170891,N,N,
170892,N,Y,
170893,Y,Y,36.0
170894,N,N,
170895,Y,N,12.0
170896,N,Y,
170897,N,N,
170898,N,Y,
170899,N,Y,
170900,N,Y,
170901,N,Y,
170902,Y,Y,31.0
170903,N,Y,
170904,N,Y,
170905,N,Y,
170906,Y,Y,16.0
170907,Y,Y,8.0
170908,N,N,
170909,N,N,
170910,Y,N,2.0
170911,N,Y,
170912,N,Y,
170913,N,N,
170914,Y,N,6.0
170915,Y,Y,7.0
170916,N,N,
170917,Y,Y,12.0
170918,N,Y,
170919,Y,Y,7.0
170920,Y,N,1.0
170921,Y,Y,12.0
170922,Y,Y,4.0
170923,N,Y,
170924,N,N,
170925,N,N,
170926,N,Y,
170927,N,Y,
170928,N,N,
170929,N,Y,
170930,Y,Y,0.0
170931,Y,N,23.0
170932,N,N,
170933,N,Y,
170934,N,Y,
170935,Y,Y,2.0
170936,N,N,
170937,N,Y,
170938,N,Y,
170939,N,Y,
170940,N,N,
170941,N,N,
170942,Y,Y,6.0
170943,N,N,
170944,N,N,
170945,N,Y,
170946,N,Y,
170947,N,Y,
170948,Y,Y,21.0
170949,N,Y,
170950,N,N,
170951,N,Y,
170952,Y,Y,4.0
170953,N,Y,
170954,N,Y,
170955,Y,Y,17.0
170956,Y,N,5.0
170957,Y,Y,5.0
170958,N,Y,
170959,Y,Y,14.0
170960,N,Y,
170961,N,Y,
170962,Y,Y,7.0
170963,Y,Y,8.0
170964,Y,Y,2.0
170965,N,Y,
170966,N,Y,
170967,N,Y,
170968,Y,N,0.0
170969,N,Y,
170970,N,Y,
170971,Y,N,26.0
170972,N,Y,
170973,Y,Y,8.0
170974,N,Y,
170975,Y,Y,5.0
170976,Y,Y,3.0
170977,N,N,
170978,N,Y,
170979,Y,N,0.0
170980,N,N,
170981,N,Y,
170982,N,Y,
170983,N,Y,
170984,N,N,
170985,N,N,
170986,N,N,
170987,N,N,
170988,Y,Y,3.0
170989,N,Y,
170990,N,Y,
170991,N,Y,
170992,Y,N,16.0
170993,N,Y,
170994,Y,Y,9.0
170995,N,N,
170996,Y,N,10.0
170997,N,Y,
170998,N,Y,
170999,Y,Y,9.0
171000,Y,Y,9.0
171001,N,Y,
171002,N,Y,
171003,Y,Y,6.0
171004,Y,N,4.0
171005,N,Y,
171006,N,Y,
171007,N,N,
171008,Y,Y,11.0
171009,N,N,
171010,N,Y,
171011,N,Y,
171012,Y,Y,7.0
171013,Y,Y,9.0
171014,N,Y,
171015,Y,Y,19.0
171016,Y,Y,15.0
171017,N,Y,
171018,N,N,
171019,N,Y,
171020,N,Y,
171021,N,Y,
171022,N,Y,
171023,N,Y,
171024,N,Y,
171025,N,Y,
171026,Y,N,1.0
171027,N,N,
171028,N,N,
171029,N,Y,
171030,Y,Y,13.0
171031,N,Y,
171032,N,Y,
171033,Y,Y,44.0
171034,N,Y,
171035,N,Y,
171036,Y,Y,17.0
171037,N,Y,
171038,N,Y,
171039,Y,N,22.0
171040,Y,N,10.0
171041,N,Y,
171042,Y,Y,3.0
171043,N,N,
171044,Y,Y,7.0
171045,N,N,
171046,Y,Y,13.0
171047,N,Y,
171048,N,Y,
171049,N,N,
171050,N,Y,
171051,Y,Y,8.0
171052,N,N,
171053,N,N,
171054,N,Y,
171055,N,Y,
171056,N,Y,
171057,N,Y,
171058,N,Y,
171059,Y,Y,2.0
171060,Y,Y,14.0
171061,N,Y,
171062,N,Y,
171063,N,N,
171064,Y,N,9.0
171065,N,Y,
171066,N,N,
171067,Y,Y,8.0
171068,N,Y,
171069,N,Y,
171070,N,Y,
171071,N,Y,
171072,Y,Y,7.0
171073,N,Y,
171074,Y,Y,1.0
171075,N,Y,
171076,Y,N,11.0
171077,Y,Y,5.0
171078,N,N,
171079,N,Y,
171080,Y,Y,3.0
171081,N,Y,
171082,N,N,
171083,N,N,
171084,Y,Y,16.0
171085,N,Y,
171086,N,N,
171087,Y,N,3.0
171088,N,Y,
171089,Y,Y,0.0
171090,N,N,
171091,Y,Y,3.0
171092,Y,Y,0.0
171093,Y,Y,9.0
171094,Y,N,4.0
171095,N,Y,
171096,N,Y,
171097,N,Y,
171098,Y,N,14.0
171099,N,Y,
171100,N,N,
171101,Y,Y,11.0
171102,Y,N,1.0
171103,Y,Y,8.0
171104,N,N,
171105,N,Y,
171106,N,N,
171107,N,Y,
171108,N,N,
171109,Y,Y,10.0
171110,Y,Y,4.0
171111,Y,Y,65.0
171112,N,Y,
171113,N,Y,
171114,Y,Y,6.0
171115,N,N,
171116,N,Y,
171117,N,N,
171118,N,Y,
171119,Y,Y,10.0
171120,Y,Y,23.0
171121,N,Y,
171122,Y,Y,15.0
171123,N,Y,
171124,N,N,
171125,N,Y,
171126,Y,Y,6.0
171127,N,Y,
171128,Y,Y,2.0
171129,N,Y,
171130,Y,N,14.0
171131,N,N,
171132,Y,Y,64.0
171133,N,Y,
171134,N,Y,
171135,N,N,
171136,N,Y,
171137,Y,Y,6.0
171138,N,Y,
171139,Y,Y,6.0
171140,N,Y,
171141,Y,Y,1.0
171142,Y,Y,22.0
171143,N,N,
171144,Y,Y,6.0
171145,N,Y,
171146,N,N,
171147,N,Y,
171148,N,Y,
171149,Y,N,10.0
171150,N,Y,
171151,N,Y,
171152,Y,Y,64.0
171153,N,Y,
171154,Y,Y,7.0
171155,N,N,
171156,Y,Y,0.0
171157,N,Y,
171158,N,Y,
171159,N,Y,
171160,N,Y,
171161,Y,Y,11.0
171162,N,Y,
171163,N,Y,
171164,Y,Y,2.0
171165,N,Y,
171166,Y,N,16.0
171167,Y,Y,26.0
171168,N,Y,
171169,N,N,
171170,Y,N,16.0
171171,N,Y,
171172,N,Y,
171173,Y,Y,22.0
171174,Y,N,1.0
171175,N,Y,
171176,Y,Y,2.0
171177,N,Y,
171178,Y,N,7.0
171179,N,N,
171180,N,Y,
171181,N,Y,
171182,N,Y,
171183,N,Y,
171184,Y,Y,11.0
171185,N,N,
171186,Y,Y,7.0
171187,N,N,
171188,N,Y,
171189,N,Y,
171190,N,N,
171191,N,Y,
171192,N,Y,
171193,Y,N,29.0
171194,N,Y,
171195,Y,N,4.0
171196,N,N,
171197,Y,N,7.0
171198,N,Y,
171199,Y,N,5.0
171200,N,Y,
171201,N,N,
171202,N,Y,
171203,N,Y,
171204,N,N,
171205,N,Y,
171206,Y,Y,10.0
171207,N,Y,
171208,N,Y,
171209,N,Y,
171210,N,Y,
171211,N,Y,
171212,N,Y,
171213,N,Y,
171214,N,N,
171215,Y,Y,13.0
171216,N,Y,
171217,N,Y,
171218,Y,Y,24.0
171219,Y,Y,0.0
171220,N,Y,
171221,N,Y,
171222,N,Y,
171223,Y,N,3.0
171224,Y,N,4.0
171225,N,Y,
171226,N,N,
171227,N,Y,
171228,Y,Y,20.0
171229,N,Y,
171230,Y,Y,6.0
171231,N,Y,
171232,N,Y,
171233,N,N,
171234,Y,Y,16.0
171235,Y,Y,6.0
171236,N,N,
171237,Y,Y,6.0
171238,Y,Y,15.0
171239,Y,Y,12.0
171240,Y,N,36.0
171241,Y,N,7.0
171242,Y,N,5.0
171243,N,N,
171244,N,Y,
171245,N,Y,
171246,N,Y,
171247,Y,Y,10.0
171248,N,N,
171249,N,Y,
171250,N,Y,
171251,N,Y,
171252,N,N,
171253,Y,Y,8.0
171254,Y,N,10.0
171255,N,Y,
171256,Y,N,13.0
171257,N,Y,
171258,N,Y,
171259,N,N,
171260,N,Y,
171261,N,Y,
171262,N,Y,
171263,N,N,
171264,Y,Y,12.0
171265,Y,Y,14.0
171266,N,Y,
171267,Y,N,14.0
171268,N,N,
171269,Y,N,2.0
171270,N,Y,
171271,N,Y,
171272,N,Y,
171273,N,Y,
171274,N,N,
171275,Y,N,17.0
171276,N,Y,
171277,N,Y,
171278,N,N,
171279,N,Y,
171280,N,Y,
171281,N,Y,
171282,N,Y,
171283,N,Y,
171284,Y,N,9.0
171285,Y,N,6.0
171286,N,Y,
171287,Y,Y,4.0
171288,N,Y,
171289,N,N,
171290,Y,Y,15.0
171291,N,Y,
171292,Y,Y,4.0
171293,Y,N,10.0
171294,N,Y,
171295,N,Y,
171296,N,Y,
171297,N,Y,
171298,N,Y,
171299,N,N,
171300,N,N,
171301,N,N,
171302,N,Y,
171303,N,Y,
171304,Y,Y,11.0
171305,Y,Y,14.0
171306,Y,N,8.0
171307,Y,Y,15.0
171308,Y,N,2.0
171309,Y,Y,8.0
171310,N,Y,
171311,Y,N,13.0
171312,Y,Y,4.0
171313,Y,Y,14.0
171314,N,Y,
171315,N,N,
171316,N,Y,
171317,N,Y,
171318,N,Y,
171319,Y,Y,7.0
171320,Y,Y,5.0
171321,N,Y,
171322,Y,Y,7.0
171323,N,N,
171324,N,Y,
171325,Y,Y,2.0
171326,N,Y,
171327,Y,N,8.0
171328,N,Y,
171329,N,Y,
171330,Y,N,20.0
171331,Y,Y,6.0
171332,N,N,
171333,Y,Y,18.0
171334,N,Y,
171335,N,N,
171336,Y,Y,7.0
171337,Y,Y,1.0
171338,N,Y,
171339,N,Y,
171340,N,Y,
171341,Y,Y,10.0
171342,N,Y,
171343,Y,Y,14.0
171344,N,N,
171345,N,Y,
171346,N,Y,
171347,N,N,
171348,N,Y,
171349,Y,N,7.0
171350,Y,Y,19.0
171351,N,Y,
171352,N,Y,
171353,N,N,
171354,N,N,
171355,Y,Y,2.0
171356,Y,N,7.0
171357,N,N,
171358,N,N,
171359,N,Y,
171360,Y,Y,6.0
171361,N,Y,
171362,N,Y,
171363,Y,Y,3.0
171364,N,Y,
171365,N,N,
171366,N,Y,
171367,N,Y,
171368,N,Y,
171369,N,N,
171370,N,N,
171371,N,Y,
171372,N,Y,
171373,Y,Y,16.0
171374,N,Y,
171375,N,Y,
171376,N,Y,
171377,N,Y,
171378,N,N,
171379,Y,Y,7.0
171380,N,Y,
171381,N,N,
171382,N,Y,
171383,N,Y,
171384,N,Y,
171385,Y,N,6.0
171386,Y,N,33.0
171387,Y,Y,65.0
171388,N,Y,
171389,N,Y,
171390,Y,Y,65.0
171391,N,Y,
171392,N,Y,
171393,Y,N,10.0
171394,Y,Y,9.0
171395,N,Y,
171396,N,N,
171397,N,Y,
171398,N,Y,
171399,N,N,
171400,Y,N,5.0
171401,Y,Y,3.0
171402,N,Y,
171403,N,N,
171404,Y,Y,4.0
171405,Y,Y,6.0
171406,Y,N,7.0
171407,N,Y,
171408,N,N,
171409,N,Y,
171410,Y,Y,1.0
171411,N,N,
171412,N,Y,
171413,N,Y,
171414,N,Y,
171415,N,N,
171416,N,N,
171417,N,N,
171418,N,Y,
171419,N,Y,
171420,N,Y,
171421,Y,Y,3.0
171422,N,Y,
171423,Y,N,25.0
171424,Y,Y,12.0
171425,N,N,
171426,Y,Y,16.0
171427,N,Y,
171428,N,N,
171429,Y,Y,8.0
171430,N,Y,
171431,N,N,
171432,N,N,
171433,N,Y,
171434,Y,Y,8.0
171435,Y,Y,20.0
171436,N,Y,
171437,N,Y,
171438,N,N,
171439,N,N,
171440,Y,Y,10.0
171441,Y,Y,8.0
171442,Y,Y,17.0
171443,Y,N,20.0
171444,N,N,
171445,N,N,
171446,N,Y,
171447,N,Y,
171448,Y,N,11.0
171449,Y,Y,2.0
171450,Y,Y,10.0
171451,N,N,
171452,N,Y,
171453,N,Y,
171454,Y,Y,0.0
171455,N,Y,
171456,N,Y,
171457,N,Y,
171458,N,Y,
171459,N,Y,
171460,Y,N,15.0
171461,N,N,
171462,N,N,
171463,Y,Y,3.0
171464,N,Y,
171465,Y,Y,12.0
171466,Y,Y,7.0
171467,N,Y,
171468,N,N,
171469,Y,Y,6.0
171470,Y,Y,26.0
171471,N,Y,
171472,N,Y,
171473,N,Y,
171474,N,Y,
171475,N,Y,
171476,N,Y,
171477,N,Y,
171478,N,Y,
171479,N,Y,
171480,N,Y,
171481,Y,N,3.0
171482,N,Y,
171483,Y,N,39.0
171484,N,Y,
171485,Y,Y,14.0
171486,N,Y,
171487,Y,Y,39.0
171488,N,N,
171489,N,Y,
171490,Y,N,0.0
171491,N,Y,
171492,N,Y,
171493,N,Y,
171494,Y,N,10.0
171495,Y,Y,9.0
171496,N,Y,
171497,N,Y,
171498,Y,Y,27.0
171499,Y,Y,8.0
171500,Y,Y,13.0
171501,Y,Y,3.0
171502,N,Y,
171503,N,Y,
171504,N,Y,
171505,Y,N,30.0
171506,N,N,
171507,N,Y,
171508,N,N,
171509,Y,Y,10.0
171510,N,Y,
171511,Y,Y,5.0
171512,Y,Y,1.0
171513,Y,Y,14.0
171514,N,Y,
171515,N,N,
171516,N,N,
171517,N,N,
171518,N,N,
171519,N,Y,
171520,N,N,
171521,N,Y,
171522,N,Y,
171523,Y,Y,14.0
171524,N,Y,
171525,N,Y,
171526,N,N,
171527,Y,N,9.0
171528,N,N,
171529,Y,N,8.0
171530,Y,Y,11.0
171531,Y,Y,2.0
171532,Y,N,23.0
171533,N,Y,
171534,N,N,
171535,N,Y,
171536,N,Y,
171537,N,Y,
171538,N,Y,
171539,N,Y,
171540,Y,Y,14.0
171541,Y,Y,7.0
171542,Y,N,4.0
171543,N,Y,
171544,N,Y,
171545,Y,Y,40.0
171546,Y,Y,65.0
171547,N,Y,
171548,N,N,
171549,N,Y,
171550,Y,Y,1.0
171551,N,Y,
171552,N,Y,
171553,Y,N,18.0
171554,N,N,
171555,N,N,
171556,Y,Y,0.0
171557,N,Y,
171558,Y,N,1.0
171559,N,N,
171560,N,N,
171561,N,N,
171562,N,N,
171563,Y,Y,20.0
171564,Y,Y,24.0
171565,Y,N,15.0
171566,N,Y,
171567,N,N,
171568,Y,N,29.0
171569,Y,Y,22.0
171570,N,N,
171571,Y,Y,8.0
171572,N,N,
171573,N,N,
171574,N,Y,
171575,N,N,
171576,N,N,
171577,N,Y,
171578,N,Y,
171579,N,N,
171580,N,N,
171581,N,N,
171582,Y,N,8.0
171583,N,N,
171584,Y,Y,15.0
171585,Y,Y,25.0
171586,N,Y,
171587,N,N,
171588,N,N,
171589,N,Y,
171590,Y,N,4.0
171591,N,Y,
171592,N,Y,
171593,Y,Y,5.0
171594,N,Y,
171595,N,N,
171596,N,Y,
171597,N,Y,
171598,N,Y,
171599,N,Y,
171600,N,Y,
171601,N,Y,
171602,Y,Y,14.0
171603,N,Y,
171604,N,Y,
171605,N,Y,
171606,Y,Y,20.0
171607,N,N,
171608,N,Y,
171609,Y,Y,22.0
171610,Y,Y,25.0
171611,Y,N,16.0
171612,Y,Y,4.0
171613,Y,Y,12.0
171614,N,Y,
171615,Y,Y,17.0
171616,N,Y,
171617,N,Y,
171618,N,Y,
171619,Y,Y,2.0
171620,N,Y,
171621,N,Y,
171622,N,N,
171623,Y,Y,28.0
171624,Y,Y,4.0
171625,N,Y,
171626,N,Y,
171627,N,N,
171628,N,Y,
171629,N,Y,
171630,Y,N,6.0
171631,Y,Y,3.0
171632,Y,Y,65.0
171633,Y,Y,5.0
171634,Y,Y,19.0
171635,N,N,
171636,Y,Y,11.0
171637,N,Y,
171638,N,Y,
171639,N,Y,
171640,N,Y,
171641,N,N,
171642,N,Y,
171643,N,N,
171644,N,Y,
171645,N,Y,
171646,N,Y,
171647,N,N,
171648,N,N,
171649,N,Y,
171650,N,Y,
171651,N,Y,
171652,Y,N,13.0
171653,N,Y,
171654,Y,N,6.0
171655,N,N,
171656,Y,Y,13.0
171657,N,N,
171658,N,Y,
171659,N,N,
171660,Y,Y,1.0
171661,Y,Y,6.0
171662,N,Y,
171663,Y,Y,65.0
171664,Y,N,8.0
171665,Y,N,12.0
171666,N,N,
171667,Y,Y,2.0
171668,N,N,
171669,N,Y,
171670,Y,N,12.0
171671,Y,N,29.0
171672,Y,Y,3.0
171673,N,Y,
171674,N,Y,
171675,N,Y,
171676,N,Y,
171677,N,Y,
171678,N,Y,
171679,N,Y,
171680,N,Y,
171681,N,Y,
171682,N,N,
171683,Y,N,2.0
171684,Y,N,35.0
171685,N,Y,
171686,Y,N,6.0
171687,Y,Y,4.0
171688,N,Y,
171689,N,Y,
171690,Y,Y,9.0
171691,Y,Y,1.0
171692,N,Y,
171693,Y,Y,19.0
171694,Y,Y,65.0
171695,Y,N,20.0
171696,Y,Y,5.0
171697,N,N,
171698,Y,Y,17.0
171699,N,Y,
171700,N,Y,
171701,Y,Y,36.0
171702,N,Y,
171703,Y,Y,14.0
171704,N,Y,
171705,N,Y,
171706,Y,Y,17.0
171707,Y,Y,9.0
171708,Y,N,1.0
171709,N,Y,
171710,Y,Y,9.0
171711,Y,Y,7.0
171712,Y,N,1.0
171713,N,Y,
171714,Y,N,23.0
171715,Y,Y,4.0
171716,Y,Y,7.0
171717,N,Y,
171718,N,Y,
171719,N,Y,
171720,N,N,
171721,N,Y,
171722,N,Y,
171723,N,N,
171724,Y,N,15.0
171725,Y,Y,65.0
171726,N,N,
171727,N,Y,
171728,N,Y,
171729,Y,N,13.0
171730,N,Y,
171731,Y,Y,7.0
171732,Y,N,4.0
171733,N,Y,
171734,Y,Y,65.0
171735,N,Y,
171736,N,Y,
171737,Y,N,18.0
171738,N,Y,
171739,N,Y,
171740,N,N,
171741,Y,Y,12.0
171742,Y,Y,8.0
171743,N,Y,
171744,N,Y,
171745,N,Y,
171746,Y,N,8.0
171747,N,Y,
171748,N,Y,
171749,N,Y,
171750,Y,N,2.0
171751,N,Y,
171752,N,N,
171753,N,Y,
171754,Y,Y,8.0
171755,Y,Y,15.0
171756,Y,Y,10.0
171757,N,Y,
171758,N,Y,
171759,N,Y,
171760,N,Y,
171761,N,N,
171762,N,N,
171763,Y,N,13.0
171764,N,Y,
171765,N,Y,
171766,N,Y,
171767,N,Y,
171768,Y,N,5.0
171769,N,N,
171770,N,N,
171771,N,Y,
171772,N,Y,
171773,N,N,
171774,N,Y,
171775,N,N,
171776,Y,Y,1.0
171777,N,Y,
171778,N,Y,
171779,Y,Y,13.0
171780,Y,Y,9.0
171781,N,N,
171782,Y,Y,11.0
171783,Y,Y,6.0
171784,N,Y,
171785,N,Y,
171786,Y,N,3.0
171787,N,Y,
171788,Y,N,15.0
171789,Y,Y,7.0
171790,N,Y,
171791,N,Y,
171792,N,Y,
171793,N,Y,
171794,N,N,
171795,Y,N,8.0
171796,N,Y,
171797,Y,Y,8.0
171798,N,Y,
171799,N,Y,
171800,N,Y,
171801,N,Y,
171802,N,N,
171803,Y,N,14.0
171804,N,Y,
171805,N,Y,
171806,Y,Y,22.0
171807,N,Y,
171808,N,Y,
171809,N,Y,
171810,N,N,
171811,Y,Y,20.0
171812,N,Y,
171813,N,Y,
171814,N,Y,
171815,N,Y,
171816,N,Y,
171817,Y,N,20.0
171818,Y,N,30.0
171819,N,Y,
171820,N,Y,
171821,N,N,
171822,N,Y,
171823,N,Y,
171824,N,Y,
171825,N,Y,
171826,N,N,
171827,Y,N,6.0
171828,N,Y,
171829,N,N,
171830,Y,N,14.0
171831,N,Y,
171832,N,Y,
171833,Y,Y,11.0
171834,N,Y,
171835,N,Y,
171836,N,Y,
171837,N,Y,
171838,N,N,
171839,N,N,
171840,N,Y,
171841,N,Y,
171842,N,Y,
171843,N,Y,
171844,N,Y,
171845,N,Y,
171846,N,N,
171847,N,Y,
171848,Y,Y,2.0
171849,N,Y,
171850,N,Y,
171851,N,Y,
171852,N,Y,
171853,Y,Y,14.0
171854,Y,Y,13.0
171855,Y,Y,10.0
171856,Y,N,19.0
171857,N,N,
171858,Y,Y,14.0
171859,N,Y,
171860,N,N,
171861,N,Y,
171862,N,Y,
171863,N,Y,
171864,N,Y,
171865,N,Y,
171866,N,Y,
171867,Y,Y,12.0
171868,N,Y,
171869,N,N,
171870,N,Y,
171871,N,Y,
171872,Y,N,11.0
171873,Y,N,19.0
171874,N,N,
171875,N,Y,
171876,N,N,
171877,N,Y,
171878,Y,Y,0.0
171879,Y,N,19.0
171880,N,N,
171881,N,N,
171882,Y,N,24.0
171883,Y,Y,7.0
171884,N,Y,
171885,N,N,
171886,Y,N,17.0
171887,N,N,
171888,N,Y,
171889,N,N,
171890,N,Y,
171891,N,Y,
171892,N,Y,
171893,N,Y,
171894,N,N,
171895,Y,Y,16.0
171896,Y,Y,8.0
171897,N,Y,
171898,N,Y,
171899,N,Y,
171900,Y,N,3.0
171901,N,Y,
171902,Y,Y,65.0
171903,N,N,
171904,N,Y,
171905,N,Y,
171906,Y,Y,2.0
171907,N,Y,
171908,N,N,
171909,N,Y,
171910,N,Y,
171911,Y,Y,21.0
171912,N,Y,
171913,Y,N,28.0
171914,N,Y,
171915,Y,Y,6.0
171916,N,Y,
171917,N,N,
171918,Y,Y,11.0
171919,N,Y,
171920,Y,Y,7.0
171921,N,Y,
171922,N,N,
171923,N,Y,
171924,N,Y,
171925,N,Y,
171926,Y,N,18.0
171927,N,Y,
171928,Y,N,8.0
171929,N,Y,
171930,Y,Y,15.0
171931,Y,Y,25.0
171932,N,N,
171933,Y,N,7.0
171934,Y,Y,4.0
171935,N,Y,
171936,N,N,
171937,N,Y,
171938,Y,N,12.0
171939,N,Y,
171940,Y,Y,3.0
171941,N,Y,
171942,N,Y,
171943,N,Y,
171944,Y,Y,4.0
171945,N,Y,
171946,Y,Y,9.0
171947,N,Y,
171948,N,N,
171949,Y,N,10.0
171950,N,Y,
171951,Y,N,14.0
171952,N,N,
171953,N,N,
171954,N,Y,
171955,N,Y,
171956,Y,Y,21.0
171957,N,Y,
171958,Y,Y,19.0
171959,N,Y,
171960,Y,Y,7.0
171961,Y,N,7.0
171962,N,Y,
171963,N,Y,
171964,Y,Y,17.0
171965,N,Y,
171966,N,Y,
171967,N,N,
171968,N,Y,
171969,Y,Y,11.0
171970,Y,Y,6.0
171971,N,Y,
